Order,Question,A,B,C,D,answer
59,A burning candle produces water and,Carbon(II)oxide,Carbon(IV) oxide,Oxygen,Hydrogen,D
60,How many unpaired electron(s) are there in the nitrogen  sub - levels,2,1,0,3,D
61,What volume of oxygen is produced from the decomposition of 2 moles of KClO3 at s.t.p   [Molar volume of a gas at s.t.p = 22.4 dm3],22.4 dm3,33.6 dm3,44.8 dm3,67.2 dm3,D
62,According to the kinetic theory  an increase in temperature causes the kinetic energy of particles to,Decrease,Increase,Remain constant,Be zero,B
63,In the preparation of oxygen by heating KCIO3 in the presence of MnC2  only moderate hear is needed because the catalyst acts by,Increasing the surface area of the reactant,Increasing the rate of the reaction,Lowering the energy barrier of the reaction,Lowering the pressure of the reaction,C
64,Which of the following metals burns brick with a brick-red,Pb,Ca,Na,Ma,B
65,When pure aluminum metal is heated to red hot in the presence of nitrogen gas  the compound formed is,AI2N,AIN,AI2N2,AI2N3,B
66,One heating may be produced by shaking a detergent solution with,Cu(NO3)2,AgNO3,Ca(NO3)2,NaNO3,B
67,During the vulcanization of rubber  sulphur is added to,Break down rubber polymer,Lengthen the chain of rubber,Bind rubber molecules together,Act as a catalyst,C
68,The reaction above is,Carboxylation,Decarboxylation,Acidification,Esterification,B
69,Which of the following metals burns brick with a brick-red,Pb,Ca,Na,Ma,B
70,Nigerian crude oil is described as light crude because of its,Low aliphatic hydrocarbon content,Low sulphur content,High natural gas content,High octane number,C
71,In the preparation of oxygen by heating KCIO3 in the presence of MnC2  only moderate hear is needed because the catalyst acts by,Increasing the surface area of the reactant,Increasing the rate of the reaction,Lowering the energy barrier of the reaction,Lowering the pressure of the reaction,C
72,Carbon is tetravalent because,The electrons in both the 2s and 2p orbitals are equivalent,The electrons in all the orbitals of carbon are equivalent,The 2s and 2p atomic orbitals hybridize,All the atomic orbitals of carbon hybridize,C
73,The gas obtained as a product of anaerobic action ob organic matter buried in the earth is,Nitrogen(IV) oxide,Carbon(IV) oxide,Methane,Ethene,C
74,An element X with relative atomic mass 16.2 contains two isotopes      X  with relative abundance of 90% and      X with relative abundance of 10%. The value of m is,16,18,12,14,B
75,Which of these properties gives a solid its definite shape,Weak intermolecular attraction,High boiling point,High melting point,Strong intermolecular attraction,D
76,The postulate of Dalton’s atomic theory which still holds is that,Particles of different elements combine in a simple whole number ratio,Atoms can neither be created nor destroyed,The particles of the same element are exactly alike,All elements are made of small indivisible particles,A
77,Permanent hardness of water can be removed by,Adding slaked lime,Adding caustic soda,Boiling,Filtration,B
78,The decolourization of the purple colour of a tetraoxomanganate (VII) ion is a test for,Alkanals,Alkanes,Alkenes,Alkanols,C
79,The formula CH2O for ethanoic acid is regarded as its,General formula,Structural formula,Molecular formula,Empirical formula,D
80,When pure aluminum metal is heated to red hot in the presence of nitrogen gas  the compound formed is,AI2N,AIN,AI2N2,AI2N3,B
81,When chlorine is passed into water and the resulting solution exposed to sunlight  the product formed are,Chlorine gas and hydrogen,Oxygen and oxochlorate(l) acid,Hydrochloric acid and oxygen,,B
82,Stainless steel is used for making,Tools,Coins and medals,Moving parts of clocks,Magnets,A
83,Which of these properties gives a solid its definite shape,Weak intermolecular attraction,High boiling point,High melting point,Strong intermolecular attraction,D
84,In which of the following reactions has the oxidation number of nitrogen increased,2NO(g)  +  Br2(l)  → 2NOBr(l),2NO2(g)  +  O2(g)   → 2NO2(g),FeSO4(aq)  +  NO(g) → Fe(NO)SO4(s),2NO(g)  +  CI2(g) →  2NOCI(l),B
85,Which of the following metals burns brick with a brick-red,Pb,Ca,Na,Ma,B
86,Carbohydrates are compounds containing carbon  hydrogen and oxygen in the ratio,3:01:01,2:01:01,1:02:01,1:01:01,C
87,The air around smelting industries is likely to contain,CO2  SO3 and H2,SO2N2 and CO2,H2  SO2 and CO2,H2S  CO and N2,B
88,The property which makes alcohol soluble in water is the,Hydrogen bonding,Covalent nature,Ionic character,Boiling point,C
89,Metalloids are also referred to as,Metals,Semi-metals,Colloids,Non-metals,B
90,Which of the following acts as both a reducing and an oxidizing agent,H2,SO2,H2S,CO2,B
91,Which of the followinig respresents hybridization in ethyne?,Sp2,Sp2d,Sp3,sp,D
92,In the preparation of oxygen by heating KCIO3 in the presence of MnC2  only moderate hear is needed because the catalyst acts by,Increasing the surface area of the reactant,Increasing the rate of the reaction,Lowering the energy barrier of the reaction,Lowering the pressure of the reaction,C
93,It is difficult to achieve an orderly arrangement of the molecules of a gas because they,Have no definite shape,Have little force attraction between them,Can collide with one another in the container,Are too small in size,B
94,Carbohydrates are compounds containing carbon  hydrogen and oxygen in the ratio,3:01:01,2:01:01,1:02:01,1:01:01,C
95,The gas that gives brown colouration in brown ring test,Co2,NO2,NO,CO,B
96,Zinc and carbon rods are used as anode and cathode respectively in a,Voltaic cell,Lead accumulator,Leclanche cell,Daniel cell,C
97,The ion that can be used as an oxidizing agent is,Fe3+,F-,Ca2+,Au3+,C
98,The type of reaction that is peculiar to benzene is,Addition,Hydrolysis,Polymerization,Substitution,D
99,The structural component that makes detergent dissolve more quickly in water than soap is,–SO3 –Na+,–COO-Na+,–SO4- Na+,–COO-K+,A
100,What is the mola. Mass of a substance  if 0.4 mole of the substance has a mass of 25.0g,6.3g,40.0g,62.5g,2.5g,C
