,question,options,answer,subject.name,category
1558,The following are the health implication of human trafficking on the victims EXCEPT___,"[""[\""suffer physical abuse\"",\""suffer from malnutrition   \"",\""sexual abuse on victims   \"",\""they enjoy being kidnapped\""]""]",they enjoy being kidnapped,Physical and Health Education,JSS2
1569,The world soccer governing body is___,"[""[\""CAF\"",\""FIFA\"",\""NSSF\"",\""UEFA\""]""]",FIFA,Physical and Health Education,JSS3
1570,Which of these is not a field event?,"[""[\""Hurdles\"",\""Discuss\"",\""Hammer\"",\""Javelin\""]""]",Hammer,Physical and Health Education,JSS3
1572,Postural defect could be gradually gotten rid off by___,"[""[\""regular exercise   \"",\""gymnastics   \"",\""group exercise   \"",\""\""]""]",regular exercise,Physical and Health Education,JSS3
1574,Inadequate or lack of intake of the protein class of food leads to___,"[""[\""Anaemia     \"",\""Sickle Cell\"",\""marasmus\"",\""kwashiorkor\""]""]",kwashiorkor,Physical and Health Education,JSS3
1575,"In boxing, ___ is used to cover and protect the hands of a boxer","[""[\""socks \"",\""helmet\"",\""gloves\"",\""bandages\""]""]",gloves,Physical and Health Education,JSS3
1577,All these are apparatus used in gymnastic EXCEPT___,"[""[\""parallel bar   \"",\""horizontal bar   \"",\""balance beam   \"",\""hurdle\""]""]",hurdle,Physical and Health Education,JSS3
1578,A stage of transmission from child to adulthood regarding individual changes is referred to as___,"[""[\""growth\"",\""body development\"",\""puberty\"",\""reproduction\""]""]",puberty,Physical and Health Education,JSS3
1582,___ is regarded as harmful use of drugs,"[""[\""drug abuse    \"",\""drug addiction\"",\""drug abuser\"",\""drug dependence\""]""]",drug abuse,Physical and Health Education,JSS3
1584,Dance is regarded as the rhythmic movement of the___,"[""[\""leg\"",\""hand\"",\""body\"",\""head\""]""]",body,Physical and Health Education,JSS3
1586,___ is a disorder that affects the red blood cells,"[""[\""black blood cells   \"",\""sickle cell   \"",\""low cell   \"",\""high blood cell\""]""]",sickle cell,Physical and Health Education,JSS3
1588,Which of these is not a career in physical education?,"[""[\""  coaching   \"",\""teaching   \"",\"" sport physiologist \"",\"" community development \""]""]",community development,Physical and Health Education,JSS3
1605,Taekwondo game or sport was originated from which of these countries,"[""[\""Japan\"",\""Korea\"",\""Nigeria\"",\""USA\""]""]",Japan,Physical and Health Education,JSS3
1607,All are good examples of non-contact sports EXCEPT one,"[""[\""Table tennis\"",\""tennis\"",\""swimming\"",\""basketball\""]""]",basketball,Physical and Health Education,JSS3
1608,Which of these is regarded as pugilism or prize-fight game,"[""[\""Boxing\"",\""taewondo\"",\""Volleyball\"",\""swimming\""]""]",Boxing,Physical and Health Education,JSS3
1609,All of these are example of water sports EXCEPT one,"[""[\""Yatching\"",\""golf\"",\""sailing\"",\""swimming\""]""]",golf,Physical and Health Education,JSS3
1635,"The method of abducting, kidnapping, physical force and false promises is known as___","[""[\""human trafficking   \"",\""goat trafficking   \"",\""recreational trafficking     \"",\""none of the above\""]""]",human trafficking,Physical and Health Education,JSS3
1638,Pentathlon is a track and event which consists of___ events,"[""[\""5   \"",\""3\"",\""12\"",\""7\""]""]",human trafficking,Physical and Health Education,JSS3
1646,The following factors influences physical fitness EXCEPT___,"[""[\""age   \"",\""duration of exercise      \"",\""diet and nutrition   \"",\""white hair\""]""]",white hair,Physical and Health Education,JSS3
1658,Puberty in girl is generalized by the following EXCEPT one,"[""[\""breast development   \"",\""monthly menstrual cycle   \"",\""auxiliary hair (armpit)   \"",\""deepening voice\""]""]",none of the above,Physical and Health Education,JSS3
1660,Puberty in boys is generalized by all of the following EXCEPT___,"[""[\""breast development   \"",\"". muscular development   \"",\""pubic hair\"",\""deepening voice\""]""]",breast development,Physical and Health Education,JSS3
3206,samuel Henshaw,"[""Not"",""yes"",""who de"",""samuel""]",yes,Physical and Health Education,JSS2
