Order,Question,A,B,C,D,answer
37,Which of the following is not a current asset?  ,Stock  ,Debtors  ,Creditors ,Cash,C
38,Which of the following is not a revenue to a local government?,Fines,Licenses,Personal income tax,Tenement rates,C
39,credit balance is,a liability or an expense.,a liability or an income.,an expenditure or an income.,an asset or an expense.,B
40,Prime cost is,D120,500,D117,700,D114,900,D114,300.,B
41,What is the net profit?,N  46,000,N 45,000,N  28,000,N  27,000,C
42,When closing stock is overstated, it would reduce,cost of sales and increase gross profit.,gross profit and increase cost of sales.,purchases and increase sales.,sales and increase purchases.,A
43,Which of the following is not a revenue account?,Sales,Purchases,Discount received,Interest received,B
44,At the year end, the purchases ledger showed a debit balance of N 108. The total on the debit side of the purchases ledger control account will be,N 22,966,N 22,156,N 21,834,N 21,054,A
45,Calculate the total figure for the receipts and payments account.,N 11,410,N  13,630,N  9, 310,N  11, 530.,D
46,The cost of putting goods into a saleable condition is charged to,balance sheet,trial balance,profit and loss account,trading account,D
47,The instrument used to release fund which the minister of finance had earlier withheld is,reserve expenditure warrant,supplementary general warrant,provisional general warrant,supplementary statutory warrant,B
48,Which of the following methods gives a conservative closing stock value during a period of rising prices?,LIFO,FIFO,Simple average,Periodic simple average,A
49,A debit balance on a bank statement indicates that ,bank is a debtor to the customer ,customer is a debtor to the bank ,bank is not a creditor to the customer ,customer is not a debtor to the bank,B
50,The costs incurred by departments that support the production department with such activities as maintenance, production control and storage are called,autonomous costs,service costs,supporting costs,subsidiary costs,B
51,Control accounts are also known as,contra accounts,total accounts,ledger accounts,integral accounts.,B
52,Which of the following is not a revenue to a local government?,Fines,Licenses,Personal income tax,Tenement rates,C
53,The balance unearned rent account for Jones Co. as at 31st Dec. is 1,200. If Jones Co tailed to record the adjusting entry for 600 of rent earned during December, the effect on the balance sheet and income statement,for December is:, Liabilities   overstated—N60Q:   c:et income overstate d 44600, Liabilities   understated   £4500:   net income  understated N600,Asset    understated—N600:     net    income  overstated N600,D
54,A suspense account is used to,agree the trial balance,record sales,record purchases,correct errors,A
55,A system where a separate cash book is maintained for small payments is,single entry,imprest,float,reimbursement.,B
56,When the fixed capital method is used, the partners share of profits and remunerations are credited to the,current account.,profit and Loss account.,profit and loss appropriation account.,capital account.,D
57,A suspense account is used to,agree the trial balance,record sales,record purchases,correct errors,A
58,Where there are no proper books of account, the capital at the commencement of a period is ascertained by preparing,Total Debtors and Creditors Accounts,Bank Reconciliation Statement,Statement of Affairs,Trading, Profit and Loss Accounts,C
59,Which of the following is a nominal account?,Machinery Account,Drawings Account,Debtors Account,Wages Account,D
60,Bad debt is also known as ,Unpaid debt,irrecoverable debt  ,Payment debt  ,current    debt,B
61,An example of input device of a computer is,an optical character reader,a graph plotter,a visual display unit,printer,A
62,Determine the amount for the beginning inventory,N 20,140,N10,240,N 8,140,N 7,240,B
63,The process whereby a cheque received by one person is given to another for payment is known as,cheque crossing,payment in cheque,cheque transfer,cheque endorsement.,C
64,One of the purposes of maintaining the account of a branch at the head office is to,record charges in shareholdings,record charges in liabilities,check the excesses of customers,check the excesses of members of staff.,D
65,At the year end, the purchases ledger showed a debit balance of N 108. The total on the debit side of the purchases ledger control account will be,N 22,966,N 22,156,N 21,834,N 21,054,A
66,A system where a separate cash book is maintained for small payments is,single entry,imprest,float,reimbursement.,B
67,Which of the following is not a book of original entry?,Sales journal,Purchases account,Cash account,Return inwards journal,C
68,The prime cost is,GHc 64,500.,GHc 64,000.,GHc 58,500.,GHc 52,500.,A
69,An example of input device of a computer is,an optical character reader,a graph plotter,a visual display unit,printer,A
70,Prime cost is,D120,500,D117,700,D114,900,D114,300.,B
71,Control accounts are also known as,contra accounts,total accounts,ledger accounts,integral accounts.,B
72,The balance of profit and loss account will be,N 4,000,N 2,800,N 1,500,N 300,A
73,Journal proper is used in recording,transactions that are not regular,returns from customers,credit sales,the receipt and payment of  money,A
74,The Sales Ledger Control Account is also referred to as,Bought Ledger Control Account.,Purchases Account.,Total Debtors Account.,Total Creditors Account.,C
75,A statement that shows the financial position of a business is ,profit and loss account  ,Trading Account ,Statement of income  , Balance sheet,D
76,The balance unearned rent account for Jones Co. as at 31st Dec. is 1,200. If Jones Co tailed to record the adjusting entry for 600 of rent earned during December, the effect on the balance sheet and income statement,for December is:, Liabilities   overstated—N60Q:   c:et income overstate d 44600, Liabilities   understated   £4500:   net income  understated N600,Asset    understated—N600:     net    income  overstated N600,D
77,The cost of putting goods into a saleable condition is charged to,balance sheet,trial balance,profit and loss account,trading account,D
78,If the scrap value is now N15, 000, what will be the yearly depreciation using straight line method?,N11 000,N7, 000,N 4, 000,N24. 000,C
79,Where closing stock is undervalued, the effect is,an increase in gross profit,a decrease in gross profit,an increase in purchases,a decrease in purchases,B
80,Which of the following is not a source document?,Journal proper,Sales invoice,Debit note,Credit note,A
81,Which of the following is not a current asset?  ,Stock  ,Debtors  ,Creditors ,Cash,C
82,When the fixed capital method is used, the partners share of profits and remunerations are credited to the,current account.,profit and Loss account.,profit and loss appropriation account.,capital account.,D
83,Which of the following is not a feature of accounting information?,Affordability,Timeliness,Accuracy,Completeness,A
84,  Which of the following is not part of the main uses of the journal , purchase and sale   of   fixed   assets   on  credit   ,the  correction of errors ,writing off bad debts ,none of the above,D
85,…………………checks the arithmetical accuracy of double entry accounts ,trading account ,profit and loss account ,balance sheet ,trial lance,D
86,Cash receipts and payments involving discounts are entered in,three-column cash book.,two-column cash book.,analytical cash book.,petty cash book.,A
87,Which of the following does not appear in a bank statement?   ,Uncredited cheque ,Bank charges ,Dishonoured cheque , Dividend   received   on    behalf   of customer,D
88,A pension granted to any past president or vice-president shall be charged to the,consolidated revenue fund,special pension fund,contingency fund,development fund.,B
89,Which of the following is not a revenue receipt?,Receipt from sales of goods,Rent from premises sublet,Interest on savings account,cash on sale of fixed asset,D
90,Bad debt is also known as ,Unpaid debt,irrecoverable debt  ,Payment debt  ,current    debt,B
91,The test of arithmetical accuracy of all postings in the ledger is provided in the: ,Journal  ,Day book  ,Cash book  ,Trial balance,D
92,Which of the following describes a trial balance?,It is a special account,It is a list of balances in the books,It reveals the financial position of a business,It shows all the entries in the books of a business,B
93,The adjusted cash book balance is,D11,200,D8,400,D6,200,D5,600,D
94,The essential amount of depreciation or equipment for a period is 2,000 the adjusting end to record depreciation would be,Debit depreciation expense, 2000, credit expense, 2,000,Debit equipment, 2,000; credit depreciation expense, 2,000,Debit accumulated depreciation, 2,000. credit depreciation expense 2,000    ,Debit depreciation expense, 2,000; credit accumulated depreciation 2,000.,D
95,In the balance sheet of a social club, subscription owing is treated as a,current liability,current asset,tangible asset,long-term liability,B
96,A ledger is a,book of accounts,summary of entries,book of original entry,double entry posting,D
97,The accounting concept that allows the cost of kitchen cutlery to be expensed, though it will be used for more than one year is,materiality,accrual,going concern,business entity,A
98,Which of the following is not a book of original entry?,Sales journal,Purchases account,Cash account,Return inwards journal,C
99,The instrument used to release fund which the minister of finance had earlier withheld is,reserve expenditure warrant,supplementary general warrant,provisional general warrant,supplementary statutory warrant,B
100,The annual depreciation is,N9,000,N8,500,N8,000,N6,500,C
