Order,Question,A,B,C,D,answer
23,  A long-jumper leaves the ground at an angle of 20o above the horizontal and at speed of 11m/s. How far does it jumps in the horizontal direction? ,0.384m ,7.94m ,8.45m ,5m,D
24,Which of the following statements is not true about a body performing simple harmonic motion? ,the linear speed is the product of the angular speed and the radius or amplitude ,the linear acceleration is the product of the square of the angular speed and the displacement ,frequency is the number of complete revolution per second made by a vibrating body ,the S.I unit of amplitude is Hertz (Hz),D
25,A 3.0cm object is placed 12.0cm in front of bi-convex lens of focal length 8.0cm. Calculate the height of the image of the object.  ,3.0cm ,6.0cm ,12.0cm ,24.0cm,D
26,6000 J of heat is delivered to 10g of dry ice at O0C. What is the final temperature if the container has a heat capacity of 20J/K? (specific heat of water = 4200j/kg.k  latent heat of fusion of ice = 3.33 x 105J/kg)  ,142.90C  ,63.60C  ,43.00C  ,00C,C
27,Which of the following statements are correct of nuclear fission? During the process    I. energy is released    II. More neutrons are released than those that cause fission    III. Small nuclei merge into large nuclei    IV. There is a loss on mass   ,II and I only,III,I II and IV,IV and III,C
28,Which of these is not a fundamental S.I unit ,Ampere ,Kelvin ,Seconds ,Radians,D
29, The electric field between two parallel plates is E.  A particle of mass m and carrying charge q is released at a point half the distance between the plates. The velocity  of the particle t  seconds after its release is  ,qEt/m ,qEt2  ,mqt2/2E  ,MQT/2E,
30,A coil of copper wire of N turns is kept rotating between the poles of a magnet  such that the magnetic flux linking the coil changes continuously. Which of the  following statements is TRUE? ,An e.m.f is induced in the coil such that when  the change of flux is positive the e.m.f is positive  and when the change of flux is negative the e.m.f is negative. ,An e.m.f is induced in the coil whose magnitude  is inversely proportional to both the number of turns in the coil and the rate of  change of magnetic flux ,. An e.m.f is set up in the permanent magnet which  reduces the flux in the coil to zero ,A current flows in the coil and e.m.f is set  up proportional to both the rate of change of the flux and the number of turns,D
31,A train has an initial velocity of 44m/s and an acceleration of -4m/s2 what is its velocity after 10seconds? ,2m/s ,4m/s ,8m/s ,12m/s ,B
32,A transformer is connected to a 240 V supply. The primary coil has 40 turns  and the secondary is found to be 960V. What is the ratio of the number of turns of the primary coil to the number of turns of the secondary coil? ,4:01,1:04,1:06,6:01,A
33,The ice and steam point of a thermometer are 20mm and 100mm respectively: A temperature of 75oC correspond to Ymm on the thermometer. What is Y? ,100mm ,70mm ,80mm ,60mm,C
34,A coin is at the bottom of a bucket filled with a liquid whose refractive index is 1.35. The coin appears to be 12.0cm below the surface of the liquid. Calculate the depth of the liquid.,16.2cm  ,13.4cm  ,8.9cm  ,5.4cm,A
35,An object of height 3.00cm is placed 10cm from a biconvex lens of 15cm  the image of the object is ,real and 3.00cm tall ,virtual and 3.00cm tall , virtual and 9.00cm tall ,real and 9.00cm tall,C
36,A capacity of 2.0 x 10-11F and an inductor are joined in series. The value of the inductance that will give the circuit a resonant frequency of 200KHz is ,1/16H ,1/8H ,1/64H ,1/32H,D
37,  A long-jumper leaves the ground at an angle of 20o above the horizontal and at speed of 11m/s. How far does it jumps in the horizontal direction? ,0.384m ,7.94m ,8.45m ,5m,D
38,Dry air of column length 10 cm is trapped by a pellet of mercury of length 15 cm  with the open end uppermost. When the capillary is inverted the length of the air column increased to 25 cm while that of mercury remained constant. Calculate the atmospheric pressure (in cm of Hg.)  ,35 cm Hg  ,15 cm Hg  ,20 cm Hg  ,35 cm Hg,D
39,The silver wall of a vacuum flask prevents heat loss due to ,conduction ,Convection ,Radiation ,Diffraction,C
40,Highly polished silvery  surfaces are: ,poor absorbers but good emitter of radiation ,good absorbers and good emitters of radiation ,poor emitters but good reflectors of radiation ,poor emitters and poor reflectors of radiation,C
41,The height at which the atmosphere ceases to exist is about 80km  if the atmosphere pressure on the ground level is 760mmHg  the pressure at height of 20km above the ground is ,380mmHg ,570mmHg ,190mmHg ,480mmHg,C
42,The half-life of a radioactive element is 9 days. What fraction of atoms has decayed in 36 days? ,16-Jan,¼ , ½ ,15/16,D
